detail_id,detail_title
SFR-BA-006-0110,[디지털감사] 통합관리 예비관리번호 개별 감사계획 생성 기능 제공
SFR-BA-006-0111,[디지털감사] 서식 데이터연계 개별 감사계획 기능 제공
SFR-BA-007-0101,[디지털감사] 일정 출장내역 자료 실지감사 수집 체계 구축
SFR-BA-007-0201,[디지털감사] 이전부서 생산 전체문서 실지감사 열람 기능 제공
SFR-BA-007-0301,[디지털감사] 결재 받아 문서 실지감사 기능 제공
SFR-BA-007-0401,[디지털감사] 변경 후속처리 절차 실지감사 기능 제공
SFR-BA-008-0101,[디지털감사] 미지정 모두 자료요구 제출 기능 제공
SFR-BA-008-0102,[디지털감사] 감사팀 공유 저장공간 자료요구 등록 기능 제공
SFR-BA-008-0103,[디지털감사] 파일 대해서 SHA256 해시값 기능 제공
SFR-BA-008-0201,[디지털감사] 공유 담당자 재지정 자료요구 기능 제공
SFR-BA-008-0301,[디지털감사] 자동 파기 자료요구 제출 기능 제공
SFR-BA-009-0101,[디지털감사] 양식 작성 문서 결재 발송 기능 제공
SFR-BA-009-0201,[디지털감사] 제출 감사자료 전자감사관리시스템 정보관리 관리체계 수립
SFR-BA-009-0301,[디지털감사] 담당자 재지정 정보관리 기능 제공
SFR-BA-010-0102,[디지털감사] 현장감사 진행관리 출석 답변 수립
SFR-BA-010-0103,[디지털감사] 현장감사 진행관리 감사협조 수립
SFR-BA-010-0104,[디지털감사] 현장감사 진행관리 확인 절차 수립
SFR-BA-010-0105,[디지털감사] 금고 현장감사 진행관리 검사 체계 구축
SFR-BA-010-0106,[디지털감사] 현장감사 진행관리 봉인 수립
SFR-BA-010-0107,[디지털감사] 현장감사 진행관리 증거보존 조치 수립
SFR-BA-010-0108,[디지털감사] 금융거래정보 현장감사 진행관리 제출 절차 수립
SFR-BA-010-0109,[디지털감사] 등록재산 현장감사 진행관리 조회 기능 제공
SFR-BA-010-0110,[디지털감사] 현장감사 진행관리 마감 수립
SFR-BA-010-0101,[디지털감사] 문서 생성 작성 현장감사 관리체계 수립
SFR-BA-010-0201,[디지털감사] 답변 문서 생성 작성 관리체계 수립
SFR-BA-010-0301,[디지털감사] 감사협조 문서 생성 작성 관리체계 수립
SFR-BA-010-0401,[디지털감사] 현장 문서 생성 작성 관리체계 수립
SFR-BA-010-0501,[디지털감사] 검사 문서 생성 작성 관리체계 수립
SFR-BA-010-0601,[디지털감사] 봉인 문서 생성 작성 관리체계 수립
SFR-BA-010-0701,[디지털감사] 증거보존 문서 생성 작성 관리체계 수립
SFR-BA-010-0801,[디지털감사] 제출 문서 생성 작성 관리체계 수립
SFR-BA-010-0901,[디지털감사] 등록재산 문서 생성 작성 관리체계 수립
SFR-BA-010-1001,[디지털감사] 회의 문서 생성 작성 관리체계 수립
SFR-BA-010-1101,[디지털감사] 연관 내역 정보 현장감사 관리체계 수립
SFR-BA-010-1102,[디지털감사] 현장감사 진행관리 정보관리 감사관 수립
SFR-BA-010-1103,[디지털감사] 현장감사 진행관리 정보관리 문서 수립
SFR-BA-010-1201,[디지털감사] 상황 감사단장 보고할 현장감사 기능 제공
SFR-BA-010-1301,[디지털감사] 통보 정보 현장감사 진행관리 기능 제공
SFR-BA-011-0102,[디지털감사] 현장감사 서류 관리 질문서 수립
SFR-BA-011-0103,[디지털감사] 현장감사 서류 관리 답변서 수립
SFR-BA-011-0104,[디지털감사] 현장감사 서류 관리 문답서 수립
SFR-BA-011-0101,[디지털감사] 증거서류 방안 현장감사 관리체계 수립
SFR-BA-011-0201,[디지털감사] 내역 정보 현장감사 서류 관리체계 수립
SFR-BA-011-0202,[디지털감사] 통보 내역 정보 현장감사 관리체계 수립
SFR-BA-011-0203,[디지털감사] 내역 정보 현장감사 서류 제시
SFR-BA-011-0204,[디지털감사] 채권보전 내역 정보 현장감사 제시
SFR-BA-011-0205,[디지털감사] 직무정지 내역 정보 현장감사 제시
SFR-BA-011-0301,[디지털감사] 단계별 면책 신청 의한 검토 절차 수립
SFR-BA-011-0302,[디지털감사] 결과 입력 현장감사 서류 기능 제공
SFR-BA-012-0101,[디지털감사] 처리 결과보고서 작성 감사결 지원 체계 구축
SFR-BA-012-0102,[디지털감사] 감사계획 대비 정리 보고서 작성 체계 수립
SFR-BA-012-0103,[디지털감사] 감사결 보고 처리 직무역량모니터링 수립
SFR-BA-012-0104,[디지털감사] 개별사건 처리안 처분요구안 감사결 작성 체계 수립
SFR-BA-012-0105,[디지털감사] 감사결 보고 처리 적극행정면책 수립
SFR-BA-012-0201,[디지털감사] 작성 조사개시통보 등에서 감사결 관리체계 수립
SFR-BA-012-0202,[디지털감사] 선택 공개문 작성 감사결 기능 제공
SFR-BA-012-0203,[디지털감사] 입력 정상 매핑여부 검증 기능 제공
SFR-BA-012-0204,[디지털감사] 법률지원 기능 감사지원 감사결 연계 체계 구축
SFR-BA-012-0301,[디지털감사] 편집기 증거서류 시스템 감사결 등록 기능 제공
SFR-BA-013-0101,[디지털감사] 최고의사결정 기구인 감사위원회 부의 준비 절차 수립
SFR-BA-013-0102,[디지털감사] 주심위원 선정 감사위원회 검토 절차 수립
SFR-BA-013-0103,[디지털감사] 감사위원회 소위원회 수립
SFR-BA-013-0104,[디지털감사] 감사위원회 주심위원 직권 심리 수립
SFR-BA-013-0105,[디지털감사] 부의안 요약서 감사위원회 작성 체계 수립
SFR-BA-013-0106,[디지털감사] 감사위원회 수립
SFR-BA-013-0107,[디지털감사] 감사위원회 수정 수립
SFR-BA-013-0108,[디지털감사] 변경대조표 감사위원회 작성 체계 수립
SFR-BA-013-0201,[디지털감사] 감사위원회의 의사진행시스템 구축 운영 체계 수립
SFR-BA-014-0101,[디지털감사] 사후처리단계 시행문 감사결 사후관리 작성 체계 수립
SFR-BA-014-0102,[디지털감사] 감사결 사후처리단계 업무 사후관리 지원 체계 구축
SFR-BA-014-0103,[디지털감사] 사후처리단계 공개문 감사결 사후관리 작성 체계 수립
SFR-BA-014-0104,[디지털감사] 성과관리 관리할 있도록 사후관리 구성
SFR-BA-014-0201,[디지털감사] 쪽지 팝업 메시지 사후관리 전송 체계 구축
SFR-BA-015-0101,[디지털감사] 특히 공공감사 입력 이행관리 이행 계획 수립
SFR-BA-015-0201,[디지털감사] 처분요구 보고서 증거서류 이행관리 공유 체계 구축
SFR-BA-015-0301,[디지털감사] 입증 연계 처리 이행관리 관리체계 수립
SFR-BA-016-0101,[디지털감사] 검토 과정 업무지원 감사청구 기능 제공
SFR-BA-016-0102,[디지털감사] 국민감사청구 담당부서 배정 기능 제공
SFR-BA-016-0103,[디지털감사] 국민감사청구 선람전 작성 기능 제공
SFR-BA-016-0104,[디지털감사] 국민감사청구심사위원회 등록 기능 제공
SFR-BA-016-0105,[디지털감사] 결정 실지감사 실시 감사청구 기능 제공
SFR-BA-016-0106,[디지털감사] 국민감사청구 감사결 통보 기능 제공
SFR-BA-016-0107,[디지털감사] 처리 과정 업무지원 감사청구 기능 제공
SFR-BA-016-0201,[디지털감사] 공익감사청구 청구접수 검토 기능 제공
SFR-BA-016-0202,[디지털감사] 공익감사청구 담당부서 배정 기능 제공
SFR-BA-016-0203,[디지털감사] 공익감사청구 선람전 작성 기능 제공
SFR-BA-016-0204,[디지털감사] 공익감사청구 공익감사자문위원회 실시 기능 제공
SFR-BA-016-0205,[디지털감사] 실시 여부 감사처리 감사청구 기능 제공
SFR-BA-016-0206,[디지털감사] 통보 업무 지원 감사청구 기능 제공
SFR-BA-016-0207,[디지털감사] 부패행위 청탁금지 업무프로세스 감사청구 통합 관리체계 구축
SFR-BA-016-0208,[디지털감사] 모듈화 표준 프로세스 감사청구 연계 체계 구축
SFR-BA-016-0209,[디지털감사] 공익감사청구 처리 과정 업무지원 기능 제공
SFR-BA-016-0301,[디지털감사] 처리내용 다양 조건 감사청구 제시
SFR-BA-016-0401,[디지털감사] 감사 청구 접수 처리 기능 제공
SFR-BA-017-0101,[디지털감사] 검토 과정 기능 감사제보 지원 체계 구축
SFR-BA-017-0102,[디지털감사] 감사제보 배부 기능 제공
SFR-BA-017-0103,[디지털감사] 감사제보 실지조사 접수 기능 제공
SFR-BA-017-0104,[디지털감사] 위탁 조사 관리 감사제보 기능 제공
SFR-BA-017-0105,[디지털감사] 감사제보 이첩 기능 제공
SFR-BA-017-0106,[디지털감사] 권익위 이송 관리 감사제보 기능 제공
SFR-BA-017-0107,[디지털감사] 감사제보 처리일수 연장관리 기능 제공
SFR-BA-017-0108,[디지털감사] 감사제보 증거서류 등록 기능 제공
SFR-BA-017-0109,[디지털감사] 조사결 보고서 작성 감사제보 기능 제공
SFR-BA-017-0110,[디지털감사] 감사제보 실지감사 검토 기능 제공
SFR-BA-017-0111,[디지털감사] 감사제보 시행문 작성 기능 제공
SFR-BA-017-0112,[디지털감사] 감사제보 처리 기능 제공
SFR-BA-017-0201,[디지털감사] 추적 관리할 양식 감사제보 기능 제공
SFR-BA-017-0301,[디지털감사] 처리내용 다양 조건 감사제보 기능 제공
SFR-BA-018-0101,[디지털감사] 심사청구 업무 처리 우편공문 기능 제공
SFR-BA-018-0102,[디지털감사] 업무 처리 선람 심사청구 기능 제공
SFR-BA-018-0103,[디지털감사] 업무 처리 배정 심사청구 기능 제공
SFR-BA-018-0104,[디지털감사] 업무 처리 검토 심사청구 기능 제공
SFR-BA-018-0105,[디지털감사] 처리안 작성 심사청구 기능 제공
SFR-BA-018-0106,[디지털감사] 주심위원 지정 검토 심사청구 기능 제공
SFR-BA-018-0107,[디지털감사] 업무 처리 소위원회 심사청구 기능 제공
SFR-BA-018-0108,[디지털감사] 업무 처리 감사위원회 심사청구 기능 제공
SFR-BA-018-0109,[디지털감사] 결정문 작성 수정 심사청구 기능 제공
SFR-BA-018-0110,[디지털감사] 처리 시행문 작성 심사청구 기능 제공
SFR-BA-018-0111,[디지털감사] 업무 처리 이행관리 심사청구 기능 제공
SFR-BA-018-0201,[디지털감사] 업무 지원 추적관리 심사청구 기능 제공
SFR-BA-018-0202,[디지털감사] 심사청구 기각 기능 제공
SFR-BA-018-0203,[디지털감사] 심사청구 추적관리할 기능 제공
SFR-BA-018-0301,[디지털감사] 처리 내역 정보 심사청구 연계 체계 구축
SFR-BA-018-0401,[디지털감사] 심사유보 처리 심사청구 기능 제공
SFR-BA-018-0501,[디지털감사] 다양 조건 검색 심사청구 기능 제공
SFR-BA-019-0101,[디지털감사] 처리 업무 지원 재심 기능 제공
SFR-BA-019-0102,[디지털감사] 업무 지원 선람 재심 기능 제공
SFR-BA-019-0103,[디지털감사] 업무 지원 배정 재심 기능 제공
SFR-BA-019-0104,[디지털감사] 업무 지원 검토 재심 기능 제공
SFR-BA-019-0105,[디지털감사] 원처분 의견 조회 재심 기능 제공
SFR-BA-019-0106,[디지털감사] 재심의 업무 지원 검토 기능 제공
SFR-BA-019-0107,[디지털감사] 업무 지원 소위원회 재심 기능 제공
SFR-BA-019-0108,[디지털감사] 지원 주심위원 지정 재심 기능 제공
SFR-BA-019-0109,[디지털감사] 업무 지원 감사위원회 재심 기능 제공
SFR-BA-019-0110,[디지털감사] 지원 결정문 작성 재심 기능 제공
SFR-BA-019-0111,[디지털감사] 시행문 작성 발송 재심 기능 제공
SFR-BA-019-0112,[디지털감사] 공개문 작성 게시 재심 기능 제공
SFR-BA-019-0113,[디지털감사] 지원 이행관리팀 송부 재심 기능 제공
SFR-BA-019-0114,[디지털감사] 재심 연계 접수 공공감사시스템 기능 제공
SFR-BA-019-0201,[디지털감사] 권한관리 보고서 기능 재심 공유 체계 구축
SFR-BA-019-0202,[디지털감사] 내역 해당기관 통보 재심 기능 제공
SFR-BA-019-0203,[디지털감사] 상황 처리기 재산정 재심 기능 제공
SFR-BA-019-0301,[디지털감사] 다양 조건 검색 재심 기능 제공
SFR-BA-020-0101,[디지털감사] 문서관리 이용 수기 청원24 관리체계 수립
SFR-BA-020-0102,[디지털감사] 연계 접수 처리 청원24 기능 제공
SFR-BA-020-0201,[디지털감사] 내부 결재 온나라 청원24 연계 체계 구축
SFR-BA-020-0301,[디지털감사] 정보 상호 온라인 청원24 기능 제공
SFR-BA-021-0101,[디지털감사] 사업성 검토 제안관리 국제기구감사 기능 제공
SFR-BA-021-0102,[디지털감사] 계약관리 실시 국제기구감사 기능 제공
SFR-BA-021-0201,[디지털감사] 사업수행계획 사업관리 실시 국제기구감사 기능 제공
SFR-BA-021-0202,[디지털감사] 특성 선택해서 있도록 국제기구감사 기능 제공
SFR-BA-021-0301,[디지털감사] 계획 실적 관리할 국제기구감사 기능 제공
SFR-BA-021-0302,[디지털감사] 종료 보고서 작성 정보 지원 체계 구축
SFR-BA-021-0401,[디지털감사] 성과보고 작성 관리 국제기구감사 기능 제공
SFR-BA-022-0101,[디지털감사] 공공감사시스템 입력 정보 이행관리 기능 제공
SFR-BA-022-0102,[디지털감사] 상황인 처분요구 관리할 이행관리 기능 제공
SFR-BA-022-0201,[디지털감사] 입력 이행상황 자동 이행관리 연계 체계 구축
SFR-BA-022-0202,[디지털감사] 자료보완 공공감사시스템 기능 이행관리 연계 체계 구축
SFR-BA-022-0203,[디지털감사] 공공감사시스템 신청하면 내역 이행관리 연계 체계 구축
SFR-BA-022-0301,[디지털감사] 입력 이행상황 재심 신청내역 연계 체계 구축
SFR-BA-022-0401,[디지털감사] 담당자 알림 기능 이행관리 전송 체계 구축
SFR-BA-023-0101,[디지털감사] 의해 감사사항 모니터링 기능 제공
SFR-BA-023-0201,[디지털감사] 모니터링 통계 산출 감사 기능 제공
SFR-BA-023-0301,[디지털감사] 시각적 관리할 업무흐름도 도식화 기능 제공
SFR-BA-023-0401,[디지털감사] 승인 감사건별 예산집행관리 기능 제공
SFR-BB-001-0101,[디지털감사] 현장면책사항 관리할 감사지원 적극행정지원 기능 제공
SFR-BB-001-0102,[디지털감사] 감사지원 적극행정지원 접수 수립
SFR-BB-001-0103,[디지털감사] 감사지원 적극행정지원 처리 수립
SFR-BB-001-0104,[디지털감사] 처분요구 연결 감사지원 적극행정지원 기능 제공
SFR-BB-001-0105,[디지털감사] 제출기관 제출자 소명자료 감사지원 기능 제공
SFR-BB-001-0201,[디지털감사] 사전컨설팅 업무절차 감사지원 적극행정지원 기능 제공
SFR-BB-001-0202,[디지털감사] 감사지원 적극행정지원 분야별 접수 수립
SFR-BB-001-0203,[디지털감사] 분야별 절차 감사지원 적극행정지원 기능 제공
SFR-BB-001-0301,[디지털감사] 사례 변경 감사지원 적극행정지원 기능 제공
SFR-BB-001-0302,[디지털감사] 관리 감사지원 적극행정지원 기능 제공
SFR-BB-002-0101,[디지털감사] 접수 검토 감사지원 법률 기능 제공
SFR-BB-002-0102,[디지털감사] 제공 소송관리 법률 지원 체계 구축
SFR-BB-002-0103,[디지털감사] 제공 행정심판위원회 심판청구서 접수 검토 절차 수립
SFR-BB-002-0201,[디지털감사] 담당자 제출 서류 감사지원 등록 기능 제공
SFR-BB-002-0303,[디지털감사] 소송관리 법률 감사지원 지원 체계 구축
SFR-BB-002-0304,[디지털감사] 행정심판위원회 심판청구서 접수 감사지원 검토 절차 수립
SFR-BB-003-0101,[디지털감사] 보고사항 보고내용 증거서류 결산업무 등록 기능 제공
SFR-BB-003-0210,[디지털감사] 등록 단체대화방 문자메시지전송 결산업무 기능 구현
SFR-BB-003-0201,[디지털감사] 제공 검사 자료요구 결산업무 제출 절차 수립
SFR-BB-003-0202,[디지털감사] 관리 제공 계산서 결산업무 검사 체계 구축
SFR-BB-003-0203,[디지털감사] 결산검사 관리 결산업무 계산서 기능 제공
SFR-BB-003-0204,[디지털감사] 결산검사 관리 결산업무 불부합처리 기능 제공
SFR-BB-003-0205,[디지털감사] 결산검사 결산업무 증명책임자관리 기능 제공
SFR-BB-003-0206,[디지털감사] 결산검사 결산업무 부호관리 기능 제공
SFR-BB-003-0207,[디지털감사] 결산검사 관리 결산업무 총세입세출마감 기능 제공
SFR-BB-003-0208,[디지털감사] 결산검사 관리 결산업무 목결산 기능 제공
SFR-BB-003-0209,[디지털감사] 결산검사 등록 단체대화방 문자메시지전송 기능 구현
SFR-BB-004-0101,[디지털감사] 제공받 내부시스템 결재처리 위탁감사 기능 제공
SFR-BB-004-0102,[디지털감사] 관리 제공 감사실시 위탁감사 관리체계 수립
SFR-BB-004-0103,[디지털감사] 관리 제공 공지사항 위탁감사 관리체계 수립
SFR-BB-004-0104,[디지털감사] 위탁조사 대행 위탁감사 기능 제공
SFR-BB-004-0105,[디지털감사] 감사실시기관 위탁조사 대행 위탁감사 기능 제공
SFR-BB-004-0106,[디지털감사] 사후관리 이행상황 재심 위탁감사 기능 제공
SFR-BB-005-0101,[디지털감사] 통합검색 연계 감사법령시스템 기능 제공
SFR-BB-005-0201,[디지털감사] 법원 판결정보 검색 법령 조회 기능 제공
SFR-BC-001-0101,[디지털감사] 제공 연구과제계획 진행관리 감사지원 관리체계 수립
SFR-BC-001-0201,[디지털감사] 홈페이지 감사연구원 연구관리 연계 체계 구축
SFR-BD-001-0101,[디지털감사] 전자감사관리시스템 문서편집기간 상호 운용 기능 제공
SFR-BD-001-0201,[디지털감사] 민감정보 일괄 익명화 처리 지원 체계 구축
SFR-BD-001-0301,[디지털감사] 등록 하이퍼링크 수정방지 문서편집기 기능 제공
SFR-BD-002-0101,[디지털감사] 감사정보 작성 등록 기능 제공
SFR-BD-003-0101,[디지털감사] AND XOR 업무메뉴 검색 기능 제공
SFR-BD-003-0201,[디지털감사] 심의참고자료 법령정보 통합검색 전자감사 기능 제공
SFR-BD-004-0101,[디지털감사] 접근업무 메뉴명 일시 작업내역 열람 기능 제공
SFR-CA-001-0101,[공통행정] 감사통계 상황 정확하게 수립
SFR-CA-001-0201,[공통행정] 현장 감사 관리업무 설계 구축
SFR-CA-001-0301,[공통행정] 직접 제공 DB 설계 구축
SFR-CA-001-0401,[공통행정] 단계별 추적 감사통계 구축
SFR-CA-001-0501,[공통행정] 카테고리 의한 진행 통계정보 기능 제공
SFR-CA-001-0601,[공통행정] 예상문제점번호 개별사건번호 처분요구번호 등으 연계 체계 구축
SFR-CA-001-0701,[공통행정] 관리자용 최고 운영층 통계정보 기능 제공
SFR-CA-001-0801,[공통행정] 통계 ex 적극행정면책 정보 기능 제공
SFR-CA-001-0901,[공통행정] 조직별 통계 기간 기한 분석 체계 구축
SFR-CA-001-0902,[공통행정] 감사통계 측정 역량 향상 수립
SFR-CA-002-0101,[공통행정] 전출자현황 전문인력지정현황 통계조회 감사외 기능 제공
SFR-CA-002-0201,[공통행정] 승진개인별소요연수 국외훈련유형별선호 통계조회 감사외 기능 제공
SFR-CA-002-0301,[공통행정] 지역구분별 일반출장여비 통계조회 감사외 기능 제공
SFR-CB-002-0101,[공통행정] 방문자 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0102,[공통행정] 공용시설 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0103,[공통행정] 의료지원 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0104,[공통행정] 도서 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0105,[공통행정] 교육과정 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0106,[공통행정] 정부구매카드 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0107,[공통행정] 자료발간 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0108,[공통행정] 소모품 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0109,[공통행정] PC지원 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0110,[공통행정] 출입증 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0111,[공통행정] IT헬프데스크 요청현황 통합요청 예약관리 기능 제공
SFR-CB-002-0201,[공통행정] 도서대출 취소 예약관리 관리체계 수립
SFR-CB-002-0202,[공통행정] 신청 취소 정보 예약관리 관리체계 수립
SFR-CB-002-0301,[공통행정] 교육과정 신청 취소 정보 관리체계 수립
SFR-CB-002-0401,[공통행정] 반려 신청처리결과 통합요청 예약관리 기능 제공
SFR-CB-002-0501,[공통행정] 소모품 반려 신청처리결과 통합요청 기능 제공
SFR-CB-002-0601,[공통행정] 처리 PC장비관리 통합요청 예약관리 기능 제공
SFR-CB-002-0602,[공통행정] PC관련 신청정보 통합요청 예약관리 기능 제공
SFR-CB-002-0701,[공통행정] 접수 반려 신청처리결과 예약관리 관리체계 수립
SFR-CB-002-0801,[공통행정] 승인 취소 통합요청 예약관리 기능 제공
SFR-CB-002-0802,[공통행정] 공용시설 승인 취소 통합요청 기능 제공
SFR-CB-002-0803,[공통행정] 휴게실 승인 취소 통합요청 기능 제공
SFR-CB-002-0804,[공통행정] 주차장 승인 취소 통합요청 기능 제공
SFR-CB-002-0805,[공통행정] 교육원 승인 취소 통합요청 기능 제공
SFR-CB-002-0806,[공통행정] 식당 승인 취소 통합요청 기능 제공
SFR-CB-002-0901,[공통행정] 주말숙소 이용정보 통합요청 예약관리 기능 제공
SFR-CB-002-1001,[공통행정] 취소 내과예약 승인 예약관리 관리체계 수립
SFR-CB-002-1002,[공통행정] 취소 한의과예약 승인 예약관리 관리체계 수립
SFR-CB-002-1003,[공통행정] 취소 치과예약 승인 예약관리 관리체계 수립
SFR-CB-002-1101,[공통행정] 전자정부 표준프레임워크 공통 컴포넌트 기능 제공
SFR-CB-002-1102,[공통행정] 접수 반려 요청처리결과 예약관리 관리체계 수립
SFR-CB-002-1103,[공통행정] 반려 요청처리 결과 예약관리 관리체계 수립
SFR-CB-002-1104,[공통행정] 자동 캡처 첨부파일 예약관리 기능 제공
SFR-CB-002-1105,[공통행정] 원격 접속 통합요청 예약관리 지원 체계 구축
SFR-CB-003-0101,[공통행정] 용역계약별 지급정보 통합계약관리 조회 기능 제공
SFR-CB-003-0102,[공통행정] 지급 정보 국가재정 통합계약관리 기능 제공
SFR-CB-004-0101,[공통행정] 수발신정보 비전자문서대장관리 기능 제공
SFR-CB-005-0101,[공통행정] 위원회별 의결 조회 운영위원회 기능 제공
SFR-CB-005-0102,[공통행정] 연도별 회의통계 조회 운영위원회 기능 제공
SFR-CB-005-0201,[공통행정] 기본정보관리 위원회정보 운영위원회 기능 제공
SFR-CB-005-0202,[공통행정] 기본정보관리 위원정보 운영위원회 기능 제공
SFR-CB-005-0203,[공통행정] 기본정보관리 위원회구성정보 운영위원회 기능 제공
SFR-CB-005-0204,[공통행정] 기본 인적사항정보 운영위원회 관리체계 수립
SFR-CB-005-0205,[공통행정] 후보자 정보 운영위원회 관리체계 수립
SFR-CB-005-0206,[공통행정] 기본정보관리 위원활동정보 운영위원회 기능 제공
SFR-CB-005-0207,[공통행정] 위원활동 평가정보 관리 운영위원회 기능 제공
SFR-CB-005-0208,[공통행정] 수당 지급정보 운영위원회 관리체계 수립
SFR-CB-005-0301,[공통행정] 운영위원회별 회의정보 관리 기능 제공
